,text
10,"
이매진컵 주니어 대회 전국 TOP3마이크로소프트(MS) 주최 IT 경진대회에서 국내 TOP3에 영남중, 대구고 소프트웨어(SW) 동아리가 선정됐다. 이들 동아리는 대구시교육청이 지난해부터 운영해 온 SW융합 자율동아리 지원 사업 20개 팀 중 2개 팀이다. 8일 대구시교육청에 따르면 지난 5일 MS 주최 '이매진 컵 주니어'에서 국내 TOP3에 영남중학교 SW 자율동아리 '영남짱'팀과 대구고등학교 SW 자율동아리' AI for All'이 수상했다. 올해로 3회째를 맞이한 대회는 13세부터 18세까지 학생들을 대상으로 마이크로소프트사가 주체하는 글로벌 인공지능(AI) 아이디어 경진대회로 한국은 올해 약 40여 개 팀(학생 160명, 지도교사 40명)이 참가했다. 대회에 참가한 학생들은 주어진 학습자료를 활용하여 토론을 통해 해결해야 할 문제를 도출하고, 인공지능 기술이 어떻게 문제들을 해결하는 방법은 물론 더불어 살아갈 수 있는 방안에 대한 AI솔루션을 제안하게 된다. 영남중학교 김후옥 지도교사와 박진석(3학년), 강지환(2학년), 김건희(2학년), 조현민(2학년) 학생들은 더 많은 사람들에게 더 많은 편의를 제공하는 차세대 AI 기반 교통 시스템 AI 솔류션을 제안했다. 대구고등학교 박주희 지도교사와 김지윤(3학년), 나윤환(3학년), 이수혁(3학년), 황주혁(3학년) 학생으로 구성된 'AI for All'팀은 색각 이상자를 돕는 색 감지 응용 프로그램을 제안했다. 영남중학교 박진석 학생은 ""시험기간과 겹쳐서 시간이 부족해 늦은 밤까지 회의하다 보니 피곤하고 힘들기도 했지만 서로의 의견에 자극받아 아이디어가 계속 이어졌을 때는 정말 재미있었다.”며, “대회 참여만으로도 좋은 경험인데 결과까지 잘 나와서 너무 기쁘다""고 소감을 밝혔다. 대구고등학교 김지윤 학생은 ""지인과의 인터뷰를 통해 실제 색각 이상자들이 느끼는 어려움을 알 수 있었고, 팀원들과 아이디어 도출을 통해 인공지능을 적용한 색각 이상자들을 위한 색상 감지 프로그램을 제안하게 되어 기쁘다""고 소감을 밝혔다. 강은희 교육감은 ""이번 대회에서 수상한 학생들에게 축하를 보낸다""며, ""앞으로도 SW·AI 기반 교육의 활성화를 위해 지속적으로 노력하겠다""고 말했다. 



▲영남중·대구고, 마이크로소프트 주최 이매진 컵 주니어 TOP3 선정 (왼쪽부터 대구고, 오른쪽 영남중) ⓒ 대구시교육청
"
11,"
기사내용 요약병원 업무 자동화에 클로바 AI콜 솔루션 도입AI 관련 연구과제 발굴 및 진행 공동 참여



네이버는 지난 5일 충북대학교병원에서 업무협약식을 개최하고 최영석 충북대학교병원장, 한정호 기획조정실장, 전현정 의료정보센터장, 나군호 네이버 헬스케어연구소장, 김필수 리더 등이 참석해 상호 협력을 약속했다고 8일 밝혔다. 사진은 왼쪽부터 충북대학교병원 김기석 의료정보과 팀장, 전현정 의료정보 센터장, 한정호 기획조정실장, 최영석 병원장, 네이버 나군호 헬스케어연구소장, 김필수 리더, 옥상훈 부장, 강하연 선임이 업무협약 체결 후 기념촬영을 하는 모습. (사진=네이버 제공) 2022.08.08 *재판매 및 DB 금지[서울=뉴시스]최은수 기자 = 네이버와 네이버클라우드, 충북대학교병원이 인공지능(AI)을 활용한 스마트 병원 구축을 위해 협력한다.네이버는 지난 5일 충북대학교병원에서 업무협약식을 개최하고 최영석 충북대학교병원장, 한정호 기획조정실장, 전현정 의료정보센터장, 나군호 네이버 헬스케어연구소장, 김필수 리더 등이 참석해 상호 협력을 약속했다고 8일 밝혔다.이번 업무협약을 통해 3사는 ▲병원 업무 자동화 및 효율화를 위한 클로바 AI콜 솔루션 도입, ▲의료진간 협업 및 정보 공유를 위한 네이버웍스 그룹웨어 도입, ▲웨일북 스마트 태블릿을 활용한 스마트 병동 시범 사업 추진 등 스마트 병원 구축을 위한 AI 사업에 포괄적으로 협력할 예정이다. AI 관련 연구 과제의 발굴 및 진행에도 공동 참여한다.나군호 네이버 헬스케어연구소장은 “네이버의 우수한 AI 기술과 클라우드를 포함한 다양한 네이버 솔루션 도입을 통해, 의료진의 업무 효율을 높이는 데 기여하고, 병원을 방문하는 환자에게는 양질의 의료 서비스를 제공할 수 있을 것으로 기대한다""고 말했다.최영석 충북대학교병원장은 ""중증질환을 책임지는 권역공공의료기관으로서 환자 입장에서는 편리하고 친근하게 병원을 이용하고, 의료진은 환자의 질환을 미리 파악하여 맞춤형 진료를 제공함으로써 업무를 효율적으로 처리하도록 돕는 것이 이번 협약의 본질""이라고 밝혔다.
"
12,"
신소재 연구·컴퓨터 비전 부문 공모(서울=연합뉴스) 김기훈 기자 = 삼성전자는 인공지능(AI) 분야 우수 인력 발굴과 반도체·디스플레이 분야 연구를 위해 국내 대학·대학원생을 대상으로 '2022 삼성 AI 챌린지'를 개최한다고 7일 밝혔다.    지난해에 이어 두 번째로 진행되는 올해 '삼성 AI 챌린지'는 공모 부문을 2개로 늘리고, 시상 규모도 확대했다.    이번 공모전은 AI 기술을 활용한 신소재 연구와 컴퓨터 비전으로 나뉘어 진행된다.     신소재 연구 부문의 주제는 '유기분자 구조로부터 재편성 에너지(Reorganization Energy)를 예측하는 알고리즘 개발'이고, 컴퓨터 비전 부문은 '전자현미경(SEM) 이미지로부터 깊이를 예측하는 알고리즘 개발'이다.    응모 기간은 8일부터 다음 달 16일까지다.    응모 결과는 10월 7일 삼성전자 종합기술원 홈페이지(https://www.sait.samsung.co.kr)를 통해 발표된다. 시상식은 11월 '삼성 AI 포럼'에서 진행된다.



'2022 삼성 AI 챌린지'[삼성전자 제공. 재판매 및 DB 금지]총 8개 수상팀에는 상금과 함께 삼성전자 AI 연구 리더들과의 네트워킹과 멘토링 세션이 별도로 제공된다.    또 지난해와 올해 수상자들에게 종합기술원 연구소 투어와 함께 수상자들이 서로 교류할 수 있는 '삼성 AI 챌린지 캠프' 참가 기회도 주어진다.    이번 AI 챌린지에 대한 자세한 정보는 삼성전자 종합기술원 홈페이지에서 확인할 수 있다.    kihun@yna.co.kr
"
13,"




이미희 KT C레벨컨설팅본부장(왼쪽)과 전준수 NIPA 글로벌성장본부장이 업무협약을 체결하고 있다.KT가 정보통신산업진흥원(NIPA)과 디지털전환(DX) 관련 사업 추진 및 인공지능(AI)·DX 분야 인재 양성을 주요 내용으로 하는 업무협약을 체결했다.KT와 NIPA는 이번 협약을 통해 △정보통신기술(ICT) 신사업 분야 중견·중소·벤처기업 육성 △교육 및 자격 분야 AI·DX 인재 양성을 함께 추진한다.KT는 중견·중소·벤처기업에 AI와 빅데이터, 클라우드 등 ICT 역량을 지원할 예정이다. 또 KT 클라우드 인큐베이션 프로그램을 통한 공동 상품 출시, KT 클라우드 마켓 플레이스 등재, KT 마케팅 채널 홍보 등을 지원한다.양측은 AI·DX 인재 양성을 위해 개발 전문가 초청 특강, 교육장 무료 대관, 교육 프로그램 홍보 등 교육 혁신 활동도 진행한다.NIPA는 제조, 유통, 금융 등 주요 산업과 연계한 DX 사업을 적극 추진하고 있다. DX 전문 기업을 육성하는 '산업연계형 디지털 전문 기업 육성', 비대면 산업의 일상화를 촉진하기 위한 '생활밀착분야 비대면 선도 서비스 활성화' 등이 대표 사업이다.이미희 KT C레벨컨설팅본부장은 “KT는 중소기업과 중견기업의 혁신을 지원하고, AI와 DX 인재 양성을 주도하는 다양한 사업을 진행하겠다”고 말했다.
"
14,"
9개 시·도-복지부 1인가구 관리 부산·울산, 전기사용량 등 점검 옥천, 이웃매칭 돌봄체계 구축1인 가구와 사회적 고립가구 증가로 혼자 외롭게 살다 죽음을 맞이하는 고독사가 늘고 있는 가운데 전국 지방자치단체들이 고독사 방지를 위해 다양한 아이디어 실험에 나서 주목된다. ‘인공지능(AI)을 이용한 정서 대화’ ‘전기 사용량을 통한 안부 확인’ ‘반려식물 키우기’ ‘목욕 쿠폰 지급’ 등 다양한 방법이 시도되고 있다.8일 지자체에 따르면 서울, 부산, 울산, 경기, 충북 등 전국 9개 시·도는 이달부터 보건복지부와 함께 1인 가구 실태조사와 함께 ‘고독사 예방과 관리 시범사업’에 들어간다. 이 사업은 고독사 예방을 위해 전국적으로 적용이 가능한 모델을 찾는 것을 목표로 내년 말까지 계속된다.부산시의 경우 고독사 예방을 위해 전기 사용량을 점검하는 방식을 채용했다. 전기 사용량 확인이 가능한 스마트플러그를 활용해 사회적 고립자 안부를 수시로 확인할 계획이다. 목욕 쿠폰 지원을 통해 안부 확인과 생활 지원을 함께하는 사업도 전개할 방침이다. 경북 구미시는 정서적 대화가 가능한 AI 스피커 설치를 통해 고독사 위험자에 대한 돌봄 서비스를 제공한다. 문경시는 반려식물 키우기, 반찬 지원, 요리교실 등으로 ‘1인 가구 사회관계 형성 특화사업’을 추진한다. 울산시는 노인·장애인 등 고위험 1인 가구를 대상으로 전기와 휴대전화 사용 여부를 확인하는 스마트플러그와 안심살핌이 앱을 통해 수시로 안부를 확인, 고독사 위험자 조기 발견을 시도하고 있다. 위험요소가 발견되면 즉각 상담을 통해 치료 등 대책 마련에 나선다. 충북 옥천군은 AI 스마트 인형을 보급해 취약계층의 말벗이 되거나 안전정보를 제공하는 한편 이웃과 일대일 매칭을 통해 돌봄체계를 구축한다. 진천군은 1인 가구 취약계층 대상으로 이동통신 모니터링을 실시할 예정이다. 일정 기간 통화가 없을 경우 직접 가구를 방문한다. 강원 강릉시는 장애·중증 질환자 1인 가구를 대상으로 약 먹을 시간 알림, 말벗 대화 등 AI를 활용한 맞춤형 서비스를 제공한다. 울산=곽시열 기자 sykwak@munhwa.com
		"
15,"




삼성전자가 인공지능(AI) 챌린지를 개최한다. 사진은 행사 포스터. /사진=삼성전자 제공 삼성전자가 인공지능(AI) 분야 우수 인력 발굴과 반도체, 디스플레이 분야 연구를 위해 국내 대학·대학원생을 대상으로 '2022 삼성 AI 챌린지'를 개최한다. 지난해에 이어 두 번째로 진행되는 '삼성 AI 챌린지'는 공모 부문을 2개로 늘리고 시상 규모도 확대했다.8일 업계에 따르면 '삼성 AI 챌린지' 응모기간은 이날부터 다음달 16일까지다. 응모 결과는 오는 10월7일 삼성전자 종합기술원 홈페이지를 통해 발표된다. 시상식은 11월 '삼성 AI포럼'에서 진행된다.이번 '2022 삼성 AI 챌린지'의 공모 과제는 AI 기술을 활용한 신소재 연구와 컴퓨터 비전이다.'신소재 연구' 부문 주제는 '유기분자 구조로부터 재편성 에너지(Reorganization Energy)를 예측하는 알고리즘 개발'이다.유기 디스플레이 소재 발광 효율에 영향을 주는 것으로 알려진 분자 구조의 변화 에너지를 예측하는 AI 모델을 개발해 고효율·장수명 유기 디스플레이 발광 소재를 찾는데 드는 시간과 비용을 크게 줄일 것으로 기대된다.'컴퓨터 비전' 부문은 '전자현미경(SEM) 이미지로부터 깊이를 예측하는 알고리즘 개발'을 주제로 한다.2차원 전자 현미경 영상으로부터 반도체 3차원 구조의 깊이(Depth)를 계측하고 반도체 공정에서 다양하게 활용 가능한 AI 알고리즘이 연구될 예정이다.공모 부문별 최우수상을 포함해 총 8개 수상팀에는 상금과 함께 삼성전자 AI 연구 리더들과의 네트워킹과 멘토링 세션이 별도로 제공된다. 지난해와 올해 수상자들에게 종합기술원 연구소 투어와 함께 수상자들이 서로 교류할 수 있는 '삼성 AI 챌린지 캠프' 참가 기회도 제공한다.최창규 삼성전자 종합기술원 AI연구센터장은 ""반도체를 중심으로 소재, 카메라, 자율주행 솔루션 등에 AI 기술을 적용하는 다양한 연구를 수행 중""이라며 ""AI 기술을 통해 기술의 한계를 뛰어넘을 수 있도록 우수한 역량을 가진 국내 대학·대학원생들의 많은 참여를 기대한다""고 말했다.
"
16,"
오늘부터 '87개 분야' 인재 모집전동화 통합제어 개발 대폭 확대AI로 지원자 비언어적 요소 분석



현대자동차는 오는 8~21일 채용 홈페이지를 통해 연구개발(R&D)본부 경력 채용 모집에 나선다. 현대차 제공    현대자동차는 오는 8~21일 채용 홈페이지를 통해 연구개발(R&D)본부 경력 채용 모집에 나선다고 7일 밝혔다.모집 부문은 전동화·배터리, 차량아키텍처, 차량통합제어 하드웨어(HW)·소프트웨어(SW) 개발 등 총 87개 분야로 채용 규모는 세자릿수 수준이다.회사는 친환경차 전환 시대에 발맞춰 전동화 통합제어 개발 분야 채용 규모를 대폭 확대했다고 설명했다. 기존 사업영역인 고성능차뿐 아니라 로보틱스, 수소연료전지 등 신사업 추진 동력을 확보하기 위한 R&D 우수인력 선점을 목표로 한다.이번 채용은 평가 객관성을 높이기 위해 인공지능(AI)을 활용한 사전 인터뷰를 진행한다. 지원자에게 질문을 하면 응답 과정에서 지원자의 표정, 행동, 음성 등 비언어적 요소를 AI를 통해 분석하는 방식이다. 현대차는 지원자를 보다 면밀하고 정확히 평가하기 위해 기존에 서류 전형과 직무 면접 사이에 진행하던 전화 인터뷰 방식을 AI 활용 화상 인터뷰 방식으로 변경했다.현대차는 작년 9월부터 소프트웨어 경력 개발자를 매월 모집·채용하고 있다. 대졸 신입 채용의 경우 지난달부터 매 홀수월의 1일마다 채용 홈페이지를 통해 일괄 모집하고 있으며, 다음달  모집 공고를 게시할 예정이다.현대차 관계자는 ""이번 대규모 경력 채용은 전동화를 비롯해 급변하고 있는 미래 모빌리티 생태계에서 연구개발 역량을 확보하기 위한 것""이라며 ""기존 사업영역뿐 아니라 신사업 부문 R&D 역량 강화를 통해 모빌리티 시장을 선도할 수 있을 것으로 기대한다""고 밝혔다.  
		"
17,"




영진전문대 AI융합기계계열 재학생들이 ICROS 2022에서 우수논문상을 받았다. 사진은 입상한 학생들이 논문 상장을 들고 계열 교수들과 함께 포즈를 취하고 있다. *재판매 및 DB 금지[대구=뉴시스] 나호용 기자 = 영진전문대학교는 이 대학 AI융합기계계열 재학생들이 제어로봇시스템 학회(ICROS 2022) 학술대회 학부생 논문경진대회에서 우수논문상을 받았다고 8일 밝혔다. AI융합기계계열 2학년에 재학 중인 이우영 씨 등 6명은 최근 (사)제어·로봇·시스템학회가 주최한 ICROS(ICROS : Institute of Control, Robotics and Systems) 2022 학술대회에서 ‘클라우드 플랫폼을 이용한 식물재배용 데이터 공유 스마트팜에 대한 연구’ 논문으로 우수논문상을 받았다.ICROS 2022는 전국 각 대학과 연구소, 산업체에서 투고한 370여 편의 논문을 발표됐고, AI융합기계계열 학생 2개 팀은 전문대로는 유일하게 이 대회에 참가했다.클라우드 플랫폼을 이용한 식물재배용 데이터 공유 스마트팜에 대한 연구 논문은 이우영·안진영·신형식·김찬혁·임재형·김승엽씨가 참여했다. 이들은 논문에서 국내 스마트팜 시스템이 개별 사용에 국한된 데 따라 이들 데이터를 공유할 수 있는 앱·서버·데이터베이스를 구축한 후 스마트팜 운영자들이 서버에 축적된 정보를 공동 활용하는 진일보한 지능형 제어 시스템 구현을 제안했다.임재형씨는 “식물의 생육 상태 데이터를 자동으로 측정, 수집한 후 데이터를 클라우드 서버에 저장하고 여기에 누적된 데이터 중 스마트팜 재배자가 자신의 생육환경에 맞는 데이터를 받아 활용함으로써 최적화된 식물 재배를 도모하고자 했다”고 했다.이들은 논문 작성에 그치지 않고, 실제로 이를 구현할 수 있는 기초 단계인 관련 앱과 데이터베이스를 개발하기도 했다.이우영씨는 “논문 작성을 위해 한 달 동안 밤을 새워가면서 동기들이 함께 참고문헌 조사와 작성, 앱 개발에 집중했다”면서 “상을 받아 기쁘지만, 그보다도 좋은 경험을 할 수 있었던 것이 앞으로 삶의 큰 자양분이 될 것 같다”고 흐뭇해했다.이번 학술대회 참가와 우수논문상 수상을 계기로 영진전문대는 국내·해외 취업 명문 전문대로서 위상에 더해 학술적인 분야에도 새롭게 평가를 받게 됐다.
"
18,"




도매꾹국내 최대 기업간거래(B2B) 오픈마켓 '도매꾹'은 인공지능(AI) 상품 추천 서비스를 실시한다고 8일 밝혔다.도매꾹 회원이 구매하고자 하는 상품의 키워드를 검색 후 상세페이지를 클릭할 경우 과거 구매했던 상품의 데이터를 바탕으로 가장 연관성 높은 최적의 상품을 추가로 노출해준다. 더불어 장바구니에 상품을 담아 놓은 회원의 경우 해당 페이지에서 관련 있는 신규 상품을 기준으로 다양한 상품을 확인할 수 있다.이번 서비스는 B2B 오픈마켓 최초 시행되는 서비스다. 해당 기능 도입으로 도매꾹에서 카테고리별 연관 상품을 지속적으로 구매하는 회원의 경우 사용자가 선호할 만한 상품들을 어려움없이 확인할 수 있게 됐다.신동규 도매꾹 최고기술책임자(CTO)는 “각 회원마다 선호하고 소싱하는 상품 특성이 상이한 만큼 각 특성에 맞는 상품 추천 서비스를 제공하게 됐다”고 말했다.
"
19,"




도매꾹국내 최대 기업간거래(B2B) 오픈마켓 '도매꾹'은 인공지능(AI) 상품 추천 서비스를 실시한다고 8일 밝혔다.도매꾹 회원이 구매하고자 하는 상품의 키워드를 검색 후 상세페이지를 클릭할 경우 과거 구매했던 상품의 데이터를 바탕으로 가장 연관성 높은 최적의 상품을 추가로 노출해준다. 더불어 장바구니에 상품을 담아 놓은 회원의 경우 해당 페이지에서 관련 있는 신규 상품을 기준으로 다양한 상품을 확인할 수 있다.이번 서비스는 B2B 오픈마켓 최초 시행되는 서비스다. 해당 기능 도입으로 도매꾹에서 카테고리별 연관 상품을 지속적으로 구매하는 회원의 경우 사용자가 선호할 만한 상품들을 어려움없이 확인할 수 있게 됐다.신동규 도매꾹 최고기술책임자(CTO)는 “각 회원마다 선호하고 소싱하는 상품 특성이 상이한 만큼 각 특성에 맞는 상품 추천 서비스를 제공하게 됐다”고 말했다.
"
20,"
'카이스트 머신러닝 엔지니어 부트캠프' 2기 교육생 모집카이스트 교수진 멘토링…기업 제품개발에 적용 가능한 프로젝트



관련 포스터.(서울시제공)ⓒ 뉴스1(서울=뉴스1) 김진희 기자 = 핀테크, 바이오의료 등 다양한 기업에서 인공지능(AI) 전문지식과 산업 분야 경력을 갖춘 고급 개발자에 대한 수요가 커진 가운데, 서울시가 카이스트(KAIST)와 손잡고 기업 내부에서 인재를 키울 수 있도록 전폭 지원한다. 서울시는 '카이스트 머신러닝 엔지니어 부트캠프' 2기(10월4일~11월29일)에 참여할 교육생 35명을 오는 26일까지 모집한다고 7일 밝혔다. '카이스트 머신러닝 엔지니어 부트캠프'는 유망 중견‧중소기업에서 근무하고 있는 내부 연구개발자가 AI 개발자로 성장할 수 있도록 AI 전문교육을 진행하는 프로그램이다. 지자체 최초의 중소‧중견기업을 위한 교육과정으로, 카이스트 김재철AI대학원과 협력해 기업에서 실질적으로 필요로 하는 고급 AI 개발자를 양성하기 위한 독자적인 교육과정을 개발해 운영하고 있다.올 상반기 실시한 1기 교육은 12개 기업, 17명의 교육생이 수료했다. 교육 과정 동안 이론‧실습 교육 외에 6개의 팀 프로젝트가 진행됐다. 교육 참여 기업 중에서는 해당 수료생들의 프로젝트를 회사의 새로운 사업으로 가져갈 계획을 세우는 곳도 있다.체성분 분석기기 제조기업 소속인 1기 교육 수료생 A씨는 ""이번 교육을 통해 전세계적으로 들어오는 1억건 이상의 체성분 분석 데이터를 어떻게 모으고 정제해야 하는지 이해할 수 있었다""며 ""의료기기 데이터를 활용해 진행할 사업의 방향성도 잡을 수 있었다""고 말했다.10월부터 시작하는 2기 교육은 기업의 수요를 반영해 팀 단위 '캡스톤 프로젝트' 중심으로 교육내용을 강화했다. 기업 내 해당 분야 전문 연구개발자가 최고의 AI 기술을 습득해서 제품 개발에 바로 적용할 수 있도록 하는 것이 목표다. '캡스톤 프로젝트'는 수강생이 스스로 주제를 선정하고 계획을 세운 다음 연구 조사하고 해결책을 모색해 발표까지 하는 과정이다. 캡스톤은 건축물의 정점에 놓인 장식, 최고의 업적‧성취를 뜻하는 것으로 교육 동안 배운 내용을 정점에 올린다는 의미다. 팀 단위 '캡스톤 프로젝트'에서는 기업이 원하는 주제를 선정해 '카이스트김재철AI대학원' 교수진과 조교의 멘토링을 받으며, 기업의 AI 제품 개발에 실제 적용 가능한 수준의 프로젝트를 진행한다. 얼굴·물체·음성인식, 이미지 변환 등 참가기업들이 필요로 하는 인공지능 기술을 직접 구현할 수 있도록 기업 측의 수요를 적극 반영할 계획이다. 최종 교육생은 서류(기업과 교육참가자의 지원신청서) 및 온라인 면접(온라인 면접 관련 개별 안내)을 종합해 교육생 선정위원회의 심사를 거쳐 9월 선발한다. 교육 종료 후에는 교육 우수 참여기업 수료생을 대상으로 'AI 양재 허브'에서 후속 네트워크를 구축해 운영한다. 인공지능 산업 관련 정보를 지속적으로 제공하고, 투자유치·자금지원 등 기업 육성 프로그램을 지원할 계획이다. 또한, 다양한 업종 재직자의 만남을 통해 기업 간 협력 및 신사업․신분야 비즈니스 창출 기회를 모색한다. 서울시는 2기 교육과 관련해 9일 오전 11시30분 AI 양재허브에서 사전 강연회를 연다. 배현숙 서울시 신성장산업기획관은 ""카이스트 머신러닝 엔지니어 부트캠프는 AI 산업 생태계 조성에 집중하고 있는 서울시에서만 받을 수 있는 최고급 인공지능 교육""이라며 ""2기 부트캠프에서는 1기 교육과정의 장점을 더욱 강화해 체계적인 교육을 제공하는 만큼 AI 기술의 즉각적인 도입을 통해 혁신성장을 이루고자 하는 중견·중소기업이 많이 참여를 기대한다""고 말했다.
		"
21,"
""10월 조정후 내년 다시 상승""월가서도 비관론 걷히는중◆ 서학개미 투자 길잡이 ◆ 



[로이터 = 연합뉴스] 상장지수펀드(ETF) 투자에 있어 가장 중요한 것은 지수에 대한 정확한 전망이다. 지수 변화에 따라 가격이 오르내릴 수 있기 때문이다. 특히 오늘날처럼 하락장 속에서 안도 랠리가 펼쳐칠 때라면 더욱 그렇다.이런 가운데 인공지능(AI)은 향후 기술주 중심의 나스닥100지수에 대해 8~9월에 상승하지만 이후에는 하락세로 돌아설 가능이 크다고 내다봤다.인공지능을 활용해 주가를 전망하는 레오프로핏에 따르면 나스닥100지수의 상승은 9월까지 이어질 것으로 보인다. 세부적으로 8월과 9월에 각각 4.36%, 3.74% 상승하는 것으로 내다봤다. 이후 10·11·12월에 각각 7.48%, 4.61%, 8.51% 하락해 조정받을 것으로 예상했다. 상승장은 다시 내년 1~3월에 나타나고 이후 하락 반전할 것으로 전망했다. 레오프로핏의 인공지능은 펀더멘털과 기술적 분석에 뉴스 분석을 접목해 하루에 한 번씩 전망치를 수정하는 것으로 미국 내에서 유명하다. 물론 인공지능이 절대적으로 맞는 것은 아니다. 라이언 호그 캐피털닷컴 애널리스트는 ""인공지능 예측은 스스로 공부하고 연구하는 데 활용해야 한다""며 ""실제 투자에 앞서서는 항상 사전 검토를 해야 한다""고 설명했다.현재 미국 증시에서는 비관론이 서서히 걷히는 분위기다. 미국 개인투자자협회의 조사에 따르면 증시에 대한 비관적 심리는 4주 연속 하락세다. '향후 6개월 뒤 주가가 상승할 것으로 보느냐'는 질문에 '그렇다'는 응답은 30.6%로 올해 6월 2일 이후 최고 수준이다. 다만 평균치인 38%에는 아직 미치지 못하고 있다.반면 '주가가 하락할 것으로 보느냐'는 질문에는 38.9%가 그렇다고 답변했다. 찰스 로트블루트 미국 개인투자자협회 수석부사장은 ""현재는 강세장이냐 약세장이냐에 대한 답변이 전형적인 범위 내에 있어 중립적""이라면서 ""향후 인플레이션·기업 실적·경기 침체에 대한 지표들이 개인투자자들의 심리를 움직일 것으로 보인다""고 설명했다. 역사적 통계로도 비슷하다. 증권 전문 매체 데일리FX에 따르면 1928년 이후 7월에 S&P500 주가가 상승할 경우 8월은 77% 확률로 상승한다. 과거 데이터가 반드시 현재와 미래에 투영되는 것은 아니지만 상승 가능성이 크다는 분석이다. 현재 시장에서는 9월과 11월의 미국 연방준비제도 행보에 가장 큰 관심이 쏠려 있다. 시장에서는 주가가 지속적으로 상승하려면 연준이 9월에 금리 인상폭을 현재 0.75%포인트에서 0.5%포인트로 낮추고, 11월에는 다시 0.25%포인트로 완화해야 한다는 주장이 나오고 있다.
"
