Events

ID,날짜,이벤트 이름,출생 후 일수/연령,설명
"110","2022.06.20. 오후 8:19","통증 / 스트레스","518","지속 시간: 29:10, 형태: 통증 스트레스"
"7006","2022.06.20. 오후 8:11","통증 / 스트레스","65","지속 시간: 23:50, 형태: 통증 스트레스"
"115","2022.06.20. 오후 8:02","통증 / 스트레스","514","지속 시간: 18:00, 형태: 통증 스트레스"
"8045","2022.06.20. 오후 8:00","시스템 건강","146","건강 지수: 68"
"119","2022.06.20. 오후 7:15","통증 / 스트레스","505","지속 시간: 21:50, 형태: 통증 스트레스"
"9242","2022.06.20. 오후 7:11","수정","53","수정 횟수: 1, 씨소: KPN950"
"3026","2022.06.20. 오후 6:51","분만","2772","신규 분만 수: 6, 임신 일수: 286, 목적지 그룹: 2동"
"9242","2022.06.20. 오후 5:00","시스템 발정","53","발정 지수: 45.07"
"0034","2022.06.20. 오후 5:00","시스템 건강","51","건강 지수: 76"
"110","2022.06.20. 오후 5:00","시스템 건강","518","건강 지수: 76"
"7006","2022.06.20. 오후 4:00","시스템 건강","65","건강 지수: 75"
"1054","2022.06.20. 오후 3:00","시스템 건강","99","건강 지수: 71"
"9031","2022.06.20. 오전 10:30","분만","1141","신규 분만 수: 2, 임신 일수: 286, 목적지 그룹: 2동"
"006","2022.06.20. 오전 7:00","시스템 발정","528","발정 지수: 93.4"
"6036","2022.06.19. 오후 7:10","수정","67","수정 횟수: 1, 씨소: KPN950"
"6006","2022.06.19. 오전 11:06","그룹 변경","2304","새 그룹: 2동, 이전 그룹: 3동"
"6006","2022.06.19. 오전 11:06","분만","2304","신규 분만 수: 5, 임신 일수: 297, 목적지 그룹: 2동"
"6036","2022.06.19. 오전 11:00","시스템 발정","67","발정 지수: 97.12"
"0041","2022.06.19. 오전 4:00","시스템 발정","65","발정 지수: 88.1"
"5280","2022.06.18. 오후 7:06","수정","84","수정 횟수: 2, 씨소: KPN950, 간격: 21"
"9019","2022.06.18. 오후 7:06","수정","113","수정 횟수: 3, 씨소: KPN950, 간격: 24"
"1054","2022.06.18. 오전 10:00","시스템 발정","97","발정 지수: 92.89"
"9019","2022.06.18. 오전 10:00","시스템 발정","113","발정 지수: 98.84"
"7007","2022.06.18. 오전 8:00","시스템 발정","46","발정 지수: 86.79"
"5280","2022.06.18. 오전 6:00","시스템 발정","84","발정 지수: 98.45"
"0034","2022.06.18. 오전 4:00","시스템 발정","49","발정 지수: 90.21"
"6077","2022.06.18. 오전 12:16","통증 / 스트레스","21","지속 시간: 14:20, 형태: 통증 스트레스"
"3040","2022.06.17. 오후 10:05","통증 / 스트레스","364","지속 시간: 21:10, 형태: 통증 스트레스"
"119","2022.06.17. 오후 7:18","통증 / 스트레스","502","지속 시간: 14:50, 형태: 통증 스트레스"
"2039","2022.06.17. 오후 7:09","수정","67","수정 횟수: 1, 씨소: KPN950"
"2018","2022.06.17. 오후 7:07","수정","55","수정 횟수: 1, 씨소: KPN950"
"009","2022.06.17. 오후 7:04","수정","515","수정 횟수: 2, 씨소: KPN950, 간격: 42"
"006","2022.06.17. 오후 3:00","시스템 건강","525","건강 지수: 78"
"7026","2022.06.17. 오후 2:00","시스템 발정","48","발정 지수: 77.29"
"10147","2022.06.17. 오후 1:00","시스템 발정","171","발정 지수: 73.81"
"005","2022.06.17. 오전 11:00","시스템 건강","529","건강 지수: 72"
"5017","2022.06.17. 오전 10:00","시스템 건강","11","건강 지수: 57"
"3134","2022.06.17. 오전 9:37","분만","3142","신규 분만 수: 7, 임신 일수: 279, 목적지 그룹: 2동"
"2018","2022.06.17. 오전 6:00","시스템 발정","55","발정 지수: 95.34"
"2039","2022.06.17. 오전 6:00","시스템 발정","67","발정 지수: 99.12"
"005","2022.06.17. 오전 2:25","통증 / 스트레스","529","지속 시간: 14:50, 형태: 통증 스트레스"
"6041","2022.06.17. 오전 2:14","통증 / 스트레스","63","지속 시간: 13:40, 형태: 통증 스트레스"
"110","2022.06.17. 오전 2:06","통증 / 스트레스","515","지속 시간: 15:00, 형태: 통증 스트레스"
"8032","2022.06.17. 오전 2:02","통증 / 스트레스","76","지속 시간: 12:10, 형태: 통증 스트레스"
"119","2022.06.17. 오전 1:09","통증 / 스트레스","502","지속 시간: 12:00, 형태: 통증 스트레스"
"201","2022.06.17. 오전 12:44","통증 / 스트레스","526","지속 시간: 37:20, 형태: 통증 스트레스"
"1051","2022.06.16. 오후 10:59","통증 / 스트레스","18","지속 시간: 18:10, 형태: 통증 스트레스"
"7006","2022.06.16. 오후 8:11","통증 / 스트레스","61","지속 시간: 18:10, 형태: 통증 스트레스"
"009","2022.06.16. 오후 5:00","시스템 발정","514","발정 지수: 95.79"
"7011","2022.06.16. 오후 3:00","시스템 건강","92","건강 지수: 78"
"3067","2022.06.16. 오전 11:02","Flex 태그 할당","40","새 태그: 10057910, 태그 종류: FLEX"
"9022","2022.06.16. 오전 11:01","Flex 태그 할당","26","새 태그: 10060144, 태그 종류: FLEX"
"9251","2022.06.16. 오전 11:01","Flex 태그 할당","24","새 태그: 10060139, 태그 종류: FLEX"
"3040","2022.06.16. 오전 11:01","Flex 태그 할당","363","새 태그: 10058225, 태그 종류: FLEX"
"6034","2022.06.16. 오전 9:35","분만","2233","신규 분만 수: 5, 임신 일수: 291, 목적지 그룹: 2동"
"8024","2022.06.16. 오전 9:00","시스템 발정","72","발정 지수: 99.04"
"0013","2022.06.16. 오전 4:00","시스템 건강","48","건강 지수: 77"
"8045","2022.06.16. 오전 2:09","통증 / 스트레스","142","지속 시간: 12:40, 형태: 통증 스트레스"
"1051","2022.06.16. 오전 1:01","통증 / 스트레스","18","지속 시간: 12:10, 형태: 통증 스트레스"
"7007","2022.06.15. 오후 8:51","통증 / 스트레스","43","지속 시간: 20:10, 형태: 통증 스트레스"
"4025","2022.06.15. 오후 8:47","통증 / 스트레스","17","지속 시간: 23:00, 형태: 통증 스트레스"
"7006","2022.06.15. 오후 8:00","통증 / 스트레스","60","지속 시간: 21:30, 형태: 통증 스트레스"
"5088","2022.06.15. 오후 7:03","수정","43","수정 횟수: 1, 씨소: KPN950"
"5032","2022.06.15. 오후 5:00","시스템 발정","114","발정 지수: 57.02"
"1093","2022.06.15. 오후 3:00","시스템 발정","56","발정 지수: 93.56"
"4069","2022.06.15. 오후 12:00","시스템 건강","136","건강 지수: 79"
"9100","2022.06.15. 오전 11:00","시스템 발정","172","발정 지수: 64.96"
"5088","2022.06.15. 오전 11:00","시스템 발정","43","발정 지수: 94.7"
"0205","2022.06.15. 오전 10:00","시스템 발정","127","발정 지수: 88.17"
"110","2022.06.15. 오전 4:00","시스템 건강","513","건강 지수: 77"
"009","2022.06.15. 오전 3:00","시스템 발정","513","발정 지수: 90.62"
"7006","2022.06.15. 오전 12:07","통증 / 스트레스","60","지속 시간: 14:10, 형태: 통증 스트레스"
"3517","2022.06.14. 오후 8:58","통증 / 스트레스","127","지속 시간: 14:30, 형태: 통증 스트레스"
"3517","2022.06.14. 오후 5:00","시스템 건강","127","건강 지수: 79"
"7039","2022.06.14. 오전 11:00","Flex 태그 할당","57","새 태그: 10058233, 태그 종류: FLEX"
"112","2022.06.14. 오전 11:00","Flex 태그 할당","146","새 태그: 10057888, 태그 종류: FLEX"
"2018","2022.06.14. 오전 6:00","시스템 발정","52","발정 지수: 83.34"
"0028","2022.06.14. 오전 5:00","시스템 발정","815","발정 지수: 49.28"
"5069","2022.06.14. 오전 4:00","시스템 발정","69","발정 지수: 93.7"
"5016","2022.06.14. 오전 2:00","시스템 건강","122","건강 지수: 79"
"1051","2022.06.13. 오후 8:59","통증 / 스트레스","15","지속 시간: 20:20, 형태: 통증 스트레스"
"7006","2022.06.13. 오후 8:11","통증 / 스트레스","58","지속 시간: 22:50, 형태: 통증 스트레스"
"0024","2022.06.13. 오후 2:00","시스템 발정","106","발정 지수: 95.59"
"7088","2022.06.13. 오후 2:00","시스템 발정","108","발정 지수: 85.53"
"7046","2022.06.13. 오후 12:26","통증 / 스트레스","21","지속 시간: 23:40, 형태: 통증 스트레스"
"6077","2022.06.13. 오전 11:05","Flex 태그 할당","16","새 태그: 10059114, 태그 종류: FLEX"
"5017","2022.06.13. 오전 11:05","Flex 태그 할당","7","새 태그: 10058253, 태그 종류: FLEX"
"115","2022.06.13. 오전 11:05","Flex 태그 할당","507","새 태그: 10057871, 태그 종류: FLEX"
"201","2022.06.13. 오전 11:04","Flex 태그 할당","522","새 태그: 10058702, 태그 종류: FLEX"
"119","2022.06.13. 오전 11:04","Flex 태그 할당","498","새 태그: 10057983, 태그 종류: FLEX"
"114","2022.06.13. 오전 11:04","Flex 태그 할당","510","새 태그: 10058625, 태그 종류: FLEX"
"5028","2022.06.13. 오전 11:03","Flex 태그 할당","55","새 태그: 10058696, 태그 종류: FLEX"
"5025","2022.06.13. 오전 11:03","Flex 태그 할당","20","새 태그: 10060167, 태그 종류: FLEX"
"6041","2022.06.13. 오전 11:03","Flex 태그 할당","59","새 태그: 10059190, 태그 종류: FLEX"
"5027","2022.06.13. 오전 11:03","Flex 태그 할당","55","새 태그: 10058633, 태그 종류: FLEX"
"0047","2022.06.13. 오전 11:02","Flex 태그 할당","51","새 태그: 10058623, 태그 종류: FLEX"
"0024","2022.06.13. 오전 9:07","수정","106","수정 횟수: 3, 씨소: KPN950, 간격: 21"
"7088","2022.06.13. 오전 9:06","수정","108","수정 횟수: 2, 씨소: KPN950, 간격: 64"
"0013","2022.06.13. 오전 9:05","수정","45","수정 횟수: 1, 씨소: KPN950"
"6031","2022.06.13. 오전 8:30","분만","2233","신규 분만 수: 4, 임신 일수: 289, 목적지 그룹: 2동"
"0013","2022.06.13. 오전 6:00","시스템 발정","45","발정 지수: 93.31"
"0205","2022.06.13. 오전 5:00","시스템 발정","125","발정 지수: 70.2"
"8045","2022.06.13. 오전 4:00","시스템 건강","139","건강 지수: 77"
"9242","2022.06.13. 오전 3:00","시스템 발정","46","발정 지수: 82.98"
"0029","2022.06.13. 오전 2:00","시스템 건강","12","건강 지수: 61"
"7006","2022.06.13. 오전 12:27","통증 / 스트레스","58","지속 시간: 12:50, 형태: 통증 스트레스"
"6084","2022.06.13. 오전 12:25","통증 / 스트레스","56","지속 시간: 165:40, 형태: 통증 스트레스"
"4025","2022.06.13. 오전 12:18","통증 / 스트레스","15","지속 시간: 36:00, 형태: 통증 스트레스"
"001","2022.06.12. 오전 2:52","통증 / 스트레스","527","지속 시간: 12:10, 형태: 통증 스트레스"
"0029","2022.06.11. 오후 11:11","Flex 태그 할당","10","새 태그: 10058515, 태그 종류: FLEX"
"7007","2022.06.11. 오후 11:10","Flex 태그 할당","39","새 태그: 10058609, 태그 종류: FLEX"
"7006","2022.06.11. 오후 11:10","Flex 태그 할당","56","새 태그: 10057891, 태그 종류: FLEX"
"1051","2022.06.11. 오후 11:10","Flex 태그 할당","13","새 태그: 10058703, 태그 종류: FLEX"
"4025","2022.06.11. 오후 11:09","Flex 태그 할당","13","새 태그: 10057991, 태그 종류: FLEX"
"6084","2022.06.11. 오후 11:09","Flex 태그 할당","54","새 태그: 10057987, 태그 종류: FLEX"
"7041","2022.06.11. 오후 11:08","Flex 태그 할당","14","새 태그: 10057960, 태그 종류: FLEX"
"7046","2022.06.11. 오후 11:08","Flex 태그 할당","19","새 태그: 10058250, 태그 종류: FLEX"
"5011","2022.06.11. 오후 12:00","시스템 발정","56","발정 지수: 96.75"
"5011","2022.06.11. 오전 9:04","수정","56","수정 횟수: 1, 씨소: KPN950"
"1141","2022.06.11. 오전 9:03","수정","72","수정 횟수: 1, 씨소: KPN950"
"1141","2022.06.11. 오전 8:00","시스템 발정","72","발정 지수: 97.46"
"7010","2022.06.11. 오전 7:00","시스템 발정","91","발정 지수: 49.28"
"0041","2022.06.11. 오전 6:00","시스템 발정","57","발정 지수: 90.57"
"7045","2022.06.10. 오후 2:00","시스템 발정","38","발정 지수: 91.04"
"4055","2022.06.10. 오후 1:00","시스템 발정","159","발정 지수: 78.5"
"5216","2022.06.10. 오전 10:28","분만","2637","신규 분만 수: 6, 임신 일수: 281, 목적지 그룹: 2동"
"119","2022.06.10. 오전 10:20","그룹 변경","495","새 그룹: 2동"
"119","2022.06.10. 오전 10:20","우군 입식","495","상태: 수정 준비된 육성우"
"114","2022.06.10. 오전 10:19","그룹 변경","507","새 그룹: 2동"
"114","2022.06.10. 오전 10:19","우군 입식","507","상태: 수정 준비된 육성우"
"115","2022.06.10. 오전 10:19","그룹 변경","504","새 그룹: 2동"
"115","2022.06.10. 오전 10:19","우군 입식","504","상태: 수정 준비된 육성우"
"201","2022.06.10. 오전 10:19","그룹 변경","519","새 그룹: 2동"
"201","2022.06.10. 오전 10:19","우군 입식","519","상태: 수정 준비된 육성우"
"112","2022.06.10. 오전 10:18","그룹 변경","142","새 그룹: 1동"
"112","2022.06.10. 오전 10:18","우군 입식","142","상태: 육성우"
"5018","2022.06.10. 오전 9:37","분만","2641","신규 분만 수: 5, 임신 일수: 292, 목적지 그룹: 1동"
"7045","2022.06.10. 오전 9:03","수정","38","수정 횟수: 1, 씨소: KPN950"
"5027","2022.06.10. 오전 9:02","수정","52","수정 횟수: 1, 씨소: KPN950"
"5028","2022.06.10. 오전 9:01","수정","52","수정 횟수: 1, 씨소: KPN950"
"7008","2022.06.10. 오전 9:00","수정","137","수정 횟수: 3, 씨소: KPN950, 간격: 22"
"8102","2022.06.10. 오전 7:00","시스템 발정","98","발정 지수: 57.06"
"7091","2022.06.10. 오전 6:00","시스템 발정","107","발정 지수: 69.84"
"7008","2022.06.10. 오전 5:00","시스템 발정","137","발정 지수: 98.45"
"4054","2022.06.10. 오전 5:00","시스템 발정","43","발정 지수: 80.7"
"6001","2022.06.10. 오전 5:00","시스템 발정","95","발정 지수: 46.63"
"8042","2022.06.09. 오후 6:01","분만","1479","신규 분만 수: 3, 임신 일수: 292, 목적지 그룹: 아래"
"005","2022.06.09. 오후 2:00","시스템 발정","521","발정 지수: 50.78"
"4078","2022.06.09. 오전 10:31","분만","3011","신규 분만 수: 6, 임신 일수: 292, 목적지 그룹: 1동"
"4033","2022.06.09. 오전 8:59","수정","52","수정 횟수: 1, 씨소: KPN950"
"5032","2022.06.09. 오전 6:00","시스템 발정","108","발정 지수: 55.97"
"4033","2022.06.08. 오후 7:00","시스템 발정","51","발정 지수: 96.06"
"5085","2022.06.08. 오후 7:00","시스템 발정","121","발정 지수: 53.25"
"8032","2022.06.08. 오전 11:00","시스템 발정","67","발정 지수: 98.06"
"9002","2022.06.08. 오전 10:00","시스템 발정","139","발정 지수: 60.54"
